rule,side,horizon,tp,sl,train,oos_april,latest
raw_seq9_up_long,long,10,0.08,0.5,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.413617, 'win_rate': 0.1489, 'profit_factor': 0.028, 'total': -58.32}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.425161, 'win_rate': 0.129, 'profit_factor': 0.0237, 'total': -13.18}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.355, 'win_rate': 0.25, 'profit_factor': 0.0533, 'total': -1.42}"
raw_seq9_up_long,long,20,0.08,0.5,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.413617, 'win_rate': 0.1489, 'profit_factor': 0.028, 'total': -58.32}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.425161, 'win_rate': 0.129, 'profit_factor': 0.0237, 'total': -13.18}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.355, 'win_rate': 0.25, 'profit_factor': 0.0533, 'total': -1.42}"
raw_seq9_up_long,long,10,0.08,0.3,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.270355, 'win_rate': 0.078, 'profit_factor': 0.0226, 'total': -38.12}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.275484, 'win_rate': 0.0645, 'profit_factor': 0.0184, 'total': -8.54}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.205, 'win_rate': 0.25, 'profit_factor': 0.0889, 'total': -0.82}"
raw_seq9_up_long,long,20,0.08,0.3,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.270355, 'win_rate': 0.078, 'profit_factor': 0.0226, 'total': -38.12}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.275484, 'win_rate': 0.0645, 'profit_factor': 0.0184, 'total': -8.54}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.205, 'win_rate': 0.25, 'profit_factor': 0.0889, 'total': -0.82}"
core_ema9_20_long,long,10,0.3,0.2,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.168711, 'win_rate': 0.0626, 'profit_factor': 0.1001, 'total': -539.2}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -256.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.4}"
core_ema9_20_long,long,20,0.3,0.2,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.168711, 'win_rate': 0.0626, 'profit_factor': 0.1001, 'total': -539.2}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -256.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.2}"
core_ema9_20_long,long,10,0.2,0.2,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.174844, 'win_rate': 0.0629, 'profit_factor': 0.0671, 'total': -558.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -256.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.4}"
core_ema9_20_long,long,20,0.2,0.2,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.174844, 'win_rate': 0.0629, 'profit_factor': 0.0671, 'total': -558.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -256.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.2}"
rsi14_revert_long,long,10,0.3,0.2,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.184778, 'win_rate': 0.0304, 'profit_factor': 0.0471, 'total': -236.7}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -98.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.8}"
rsi14_revert_long,long,20,0.3,0.2,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.184778, 'win_rate': 0.0304, 'profit_factor': 0.0471, 'total': -236.7}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -98.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.8}"
ema9_20_momo_long,long,10,0.3,0.2,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.185164, 'win_rate': 0.0297, 'profit_factor': 0.0459, 'total': -3120.2}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1383.8}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -160.4}"
ema9_20_momo_long,long,20,0.3,0.2,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.185164, 'win_rate': 0.0297, 'profit_factor': 0.0459, 'total': -3120.2}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1383.8}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -159.4}"
core_ema9_20_long,long,10,0.12,0.2,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.179875, 'win_rate': 0.0629, 'profit_factor': 0.0403, 'total': -574.88}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -256.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.4}"
core_ema9_20_long,long,20,0.12,0.2,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.179875, 'win_rate': 0.0629, 'profit_factor': 0.0403, 'total': -574.88}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -256.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.2}"
breakout5_long,long,10,0.3,0.2,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.187815, 'win_rate': 0.0244, 'profit_factor': 0.0375, 'total': -1726.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -759.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -90.0}"
breakout5_long,long,20,0.3,0.2,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.187815, 'win_rate': 0.0244, 'profit_factor': 0.0375, 'total': -1726.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -759.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -89.4}"
raw_seq9_up_long,long,10,0.3,0.2,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.189362, 'win_rate': 0.0213, 'profit_factor': 0.0326, 'total': -26.7}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -6.2}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -0.8}"
raw_seq9_up_long,long,20,0.3,0.2,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.189362, 'win_rate': 0.0213, 'profit_factor': 0.0326, 'total': -26.7}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -6.2}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -0.8}"
ema50_200_momo_short,short,10,0.3,0.2,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.189438, 'win_rate': 0.0211, 'profit_factor': 0.0324, 'total': -2762.2}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1455.6}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -216.2}"
ema50_200_momo_short,short,20,0.3,0.2,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.189438, 'win_rate': 0.0211, 'profit_factor': 0.0324, 'total': -2762.2}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1455.6}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -216.2}"
rsi14_revert_long,long,10,0.2,0.2,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.187822, 'win_rate': 0.0304, 'profit_factor': 0.0314, 'total': -240.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -98.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.8}"
rsi14_revert_long,long,20,0.2,0.2,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.187822, 'win_rate': 0.0304, 'profit_factor': 0.0314, 'total': -240.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -98.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.8}"
ema9_20_momo_long,long,10,0.2,0.2,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.18806, 'win_rate': 0.0298, 'profit_factor': 0.0308, 'total': -3169.0}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1383.8}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -160.4}"
ema9_20_momo_long,long,20,0.2,0.2,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.18806, 'win_rate': 0.0298, 'profit_factor': 0.0308, 'total': -3169.0}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1383.8}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -159.4}"
core_ema9_20_long,long,10,0.08,0.2,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 3196, 'mean': -0.18239, 'win_rate': 0.0629, 'profit_factor': 0.0268, 'total': -582.92}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 1284, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -256.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 10, 'count': 57, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.4}"
core_ema9_20_long,long,20,0.08,0.2,"{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 3196, 'mean': -0.18239, 'win_rate': 0.0629, 'profit_factor': 0.0268, 'total': -582.92}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 1284, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -256.8}","{'name': 'core_ema9_20_long', 'side': 'long', 'horizon': 20, 'count': 56, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.2}"
breakout5_long,long,10,0.2,0.2,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.190209, 'win_rate': 0.0245, 'profit_factor': 0.0251, 'total': -1748.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -759.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -90.0}"
breakout5_long,long,20,0.2,0.2,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.190209, 'win_rate': 0.0245, 'profit_factor': 0.0251, 'total': -1748.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -759.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -89.4}"
ema50_200_momo_short,short,10,0.2,0.2,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.191496, 'win_rate': 0.0213, 'profit_factor': 0.0217, 'total': -2792.2}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1455.6}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -216.2}"
ema50_200_momo_short,short,20,0.2,0.2,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.191496, 'win_rate': 0.0213, 'profit_factor': 0.0217, 'total': -2792.2}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1455.6}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -216.2}"
raw_seq9_up_long,long,10,0.2,0.2,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.191489, 'win_rate': 0.0213, 'profit_factor': 0.0217, 'total': -27.0}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -6.2}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -0.8}"
raw_seq9_up_long,long,20,0.2,0.2,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.191489, 'win_rate': 0.0213, 'profit_factor': 0.0217, 'total': -27.0}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -6.2}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -0.8}"
rsi14_revert_long,long,10,0.12,0.2,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.190258, 'win_rate': 0.0304, 'profit_factor': 0.0188, 'total': -243.72}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -98.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.8}"
rsi14_revert_long,long,20,0.12,0.2,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.190258, 'win_rate': 0.0304, 'profit_factor': 0.0188, 'total': -243.72}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -98.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.8}"
ema9_20_momo_long,long,10,0.12,0.2,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.190448, 'win_rate': 0.0298, 'profit_factor': 0.0185, 'total': -3209.24}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1383.8}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -160.4}"
ema9_20_momo_long,long,20,0.12,0.2,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.190448, 'win_rate': 0.0298, 'profit_factor': 0.0185, 'total': -3209.24}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1383.8}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -159.4}"
breakout5_long,long,10,0.12,0.2,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.192167, 'win_rate': 0.0245, 'profit_factor': 0.0151, 'total': -1766.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -759.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -90.0}"
breakout5_long,long,20,0.12,0.2,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.192167, 'win_rate': 0.0245, 'profit_factor': 0.0151, 'total': -1766.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -759.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -89.4}"
ema50_200_momo_short,short,10,0.12,0.2,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.193175, 'win_rate': 0.0213, 'profit_factor': 0.0131, 'total': -2816.68}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1455.6}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -216.2}"
ema50_200_momo_short,short,20,0.12,0.2,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 14581, 'mean': -0.193175, 'win_rate': 0.0213, 'profit_factor': 0.0131, 'total': -2816.68}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 7278, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1455.6}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 20, 'count': 1081, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -216.2}"
raw_seq9_up_long,long,10,0.12,0.2,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 141, 'mean': -0.193191, 'win_rate': 0.0213, 'profit_factor': 0.013, 'total': -27.24}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 31, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -6.2}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 10, 'count': 4, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -0.8}"
raw_seq9_up_long,long,20,0.12,0.2,"{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 141, 'mean': -0.193191, 'win_rate': 0.0213, 'profit_factor': 0.013, 'total': -27.24}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 31, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -6.2}","{'name': 'raw_seq9_up_long', 'side': 'long', 'horizon': 20, 'count': 4, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -0.8}"
rsi14_revert_long,long,10,0.08,0.2,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 1281, 'mean': -0.191475, 'win_rate': 0.0304, 'profit_factor': 0.0126, 'total': -245.28}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 493, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -98.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 10, 'count': 59, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.8}"
rsi14_revert_long,long,20,0.08,0.2,"{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 1281, 'mean': -0.191475, 'win_rate': 0.0304, 'profit_factor': 0.0126, 'total': -245.28}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 493, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -98.6}","{'name': 'rsi14_revert_long', 'side': 'long', 'horizon': 20, 'count': 59, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -11.8}"
ema9_20_momo_long,long,10,0.08,0.2,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 16851, 'mean': -0.191642, 'win_rate': 0.0298, 'profit_factor': 0.0123, 'total': -3229.36}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 6919, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1383.8}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 10, 'count': 802, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -160.4}"
ema9_20_momo_long,long,20,0.08,0.2,"{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 16851, 'mean': -0.191642, 'win_rate': 0.0298, 'profit_factor': 0.0123, 'total': -3229.36}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 6919, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1383.8}","{'name': 'ema9_20_momo_long', 'side': 'long', 'horizon': 20, 'count': 797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -159.4}"
breakout5_long,long,10,0.08,0.2,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 9192, 'mean': -0.193146, 'win_rate': 0.0245, 'profit_factor': 0.01, 'total': -1775.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 3797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -759.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 10, 'count': 450, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -90.0}"
breakout5_long,long,20,0.08,0.2,"{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 9192, 'mean': -0.193146, 'win_rate': 0.0245, 'profit_factor': 0.01, 'total': -1775.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 3797, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -759.4}","{'name': 'breakout5_long', 'side': 'long', 'horizon': 20, 'count': 447, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -89.4}"
ema50_200_momo_short,short,10,0.08,0.2,"{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 14581, 'mean': -0.194028, 'win_rate': 0.0213, 'profit_factor': 0.0087, 'total': -2829.12}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 7278, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -1455.6}","{'name': 'ema50_200_momo_short', 'side': 'short', 'horizon': 10, 'count': 1081, 'mean': -0.2, 'win_rate': 0.0, 'profit_factor': 0.0, 'total': -216.2}"
